hgnc_symbol	chromosome_name
C7orf50	7
C7orf55	7
C7orf55-LUC7L2	7
C7orf60	7
C7orf61	7
C7orf73	7
C8G	9
C8orf33	8
C8orf37	8
C8orf4	8
C8orf44	8
C8orf46	8
C8orf48	8
C8orf58	8
C8orf59	8
C8orf76	8
C8orf82	8
C8orf86	8
C9orf114	9
C9orf116	9
C9orf129	9
C9orf142	9
C9orf152	9
C9orf16	9
C9orf172	9
C9orf173	9
C9orf24	9
C9orf3	9
C9orf40	9
C9orf43	9
C9orf47	9
C9orf50	9
C9orf64	9
C9orf66	9
C9orf69	9
C9orf72	9
C9orf78	9
C9orf84	9
C9orf85	9
C9orf9	9
C9orf91	9
CA11	19
CA12	15
CA14	1
CA4	17
CA5B	X
CA5BP1	X
CA8	8
CAAP1	9
CAB39	2
CAB39L	13
CABIN1	22
CABLES1	18
CABLES2	20
CABP1	12
CABP4	11
CABP7	22
CABYR	18
CACFD1	9
CACHD1	1
CACNA1A	19
CACNA1C	12
CACNA1D	3
CACNA1E	1
CACNA1F	X
CACNA1I	22
CACNA2D1	7
CACNA2D2	3
CACNA2D4	12
CACNB2	10
CACNB3	12
CACNB4	2
CACNG4	17
CACTIN	19
CACUL1	10
CACYBP	1
CAD	2
CADM1	11
CADM2	3
CADM3	1
CADM4	19
CADPS2	7
CALB1	8
CALCOCO1	12
CALCOCO2	17
CALCR	7
CALD1	7
CALHM1	10
CALHM2	10
CALM1	14
CALM2	2
CALM3	19
CALML3	10
CALML4	15
CALN1	7
CALR	19
CALU	7
CAMK1	3
CAMK1D	10
CAMK2A	5
CAMK2D	4
CAMK2G	10
CAMK2N1	1
CAMK2N2	3
CAMK4	5
CAMKK1	17
CAMKK2	12
CAMKMT	2
CAMLG	5
CAMSAP1	9
CAMSAP2	1
CAMSAP3	19
CAMTA1	1
CAMTA2	17
CAND1	12
CANT1	17
CANX	5
CAP1	1
CAP2	6
CAPG	2
CAPN1	11
CAPN10	2
CAPN11	6
CAPN12	19
CAPN14	2
CAPN15	16
CAPN2	1
CAPN5	11
CAPN7	3
CAPN8	1
CAPN9	1
CAPNS1	19
CAPRIN1	11
CAPRIN2	12
CAPS	19
CAPS2	12
CAPZA1	1
CAPZA2	7
CAPZB	1
CARD10	22
CARD11	7
CARD14	17
CARD16	11
CARD17	11
CARD6	5
CARD8	19
CARD9	9
CARF	2
CARHSP1	16
CARKD	13
CARM1	19
CARNS1	11
CARS	11
CARS2	13
CASC1	12
CASC10	10
CASC15	6
CASC2	10
CASC3	17
CASC4	15
CASC5	15
CASD1	7
CASK	X
CASKIN1	16
CASKIN2	17
CASP1	11
CASP10	2
CASP2	7
CASP3	4
CASP4	11
CASP5	11
CASP6	4
CASP7	10
CASP8	2
CASP8AP2	6
CASP9	1
CASS4	20
CAST	5
CASZ1	1
CAT	11
CATIP	2
CATSPER1	11
CATSPER2	15
CATSPER2P1	15
CATSPER3	5
CATSPERB	14
CATSPERD	19
CATSPERG	19
CAV1	7
CAV2	7
CBFA2T2	20
CBFA2T3	16
CBFB	16
CBL	11
CBLB	3
CBLC	19
CBLL1	7
CBLN1	16
CBLN3	14
CBLN4	20
CBR1	21
CBR3	21
CBR4	4
CBS	21
CBWD1	9
CBWD2	2
CBWD3	9
CBWD5	9
CBWD7	9
CBX1	17
CBX2	17
CBX3	7
CBX4	17
CBX5	12
CBX6	22
CBX7	22
CBX8	17
CBY1	22
CC2D1A	19
CC2D1B	1
CC2D2A	4
CC2D2B	10
CCAR1	10
CCAR2	8
CCBE1	18
CCBL1	9
CCBL2	1
CCDC102A	16
CCDC102B	18
CCDC103	17
CCDC106	19
CCDC107	9
CCDC109B	4
CCDC110	4
CCDC112	5
CCDC113	16
CCDC114	19
CCDC115	2
CCDC116	22
CCDC117	22
CCDC12	3
CCDC120	X
CCDC121	2
CCDC122	13
CCDC124	19
CCDC125	5
CCDC126	7
CCDC127	5
CCDC13	3
CCDC130	19
CCDC134	22
CCDC136	7
CCDC137	17
CCDC138	2
CCDC14	3
CCDC142	2
CCDC144A	17
CCDC144B	17
CCDC146	7
CCDC148	2
CCDC149	4
CCDC15	11
CCDC150	2
CCDC151	19
CCDC152	5
CCDC153	11
CCDC154	16
CCDC157	22
CCDC158	4
CCDC159	19
CCDC160	X
CCDC167	6
CCDC169	13
CCDC17	1
CCDC170	6
CCDC171	9
CCDC173	2
CCDC174	3
CCDC178	18
CCDC18	1
CCDC181	1
CCDC183	9
CCDC183-AS1	9
CCDC184	12
CCDC186	10
CCDC22	X
CCDC24	1
CCDC25	8
CCDC28A	6
CCDC28B	1
CCDC30	1
CCDC34	11
CCDC36	3
CCDC39	3
CCDC40	17
CCDC43	17
CCDC47	17
CCDC50	3
CCDC51	3
CCDC53	12
CCDC57	17
CCDC58	3
CCDC59	12
CCDC6	10
CCDC61	19
CCDC62	12
CCDC64	12
CCDC64B	16
CCDC65	12
CCDC66	3
CCDC67	11
CCDC68	18
CCDC69	5
CCDC7	10
CCDC71	3
CCDC71L	7
CCDC73	11
CCDC74A	2
CCDC74B	2
CCDC77	12
CCDC78	16
CCDC8	19
CCDC81	11
CCDC82	11
CCDC84	11
CCDC85A	2
CCDC85B	11
CCDC85C	14
CCDC86	11
CCDC87	11
CCDC88A	2
CCDC88B	11
CCDC88C	14
CCDC89	11
CCDC9	19
CCDC90B	11
CCDC91	12
CCDC92	12
CCDC93	2
CCDC94	19
CCDC96	4
CCDC97	19
CCHCR1	6
CCIN	9
CCL13	17
CCL14	17
CCL16	17
CCL17	16
CCL19	9
CCL2	17
CCL20	2
CCL21	9
CCL22	16
CCL28	5
CCL3	17
CCL3L3	17
CCL4	17
CCL5	17
CCL8	17
CCM2	7
CCM2L	20
CCNA1	13
CCNA2	4
CCNB1	5
CCNB1IP1	14
CCNB2	15
CCNB3	X
CCNC	6
CCND1	11
CCND2	12
CCND3	6
CCNDBP1	15
CCNE1	19
CCNE2	8
CCNF	16
CCNG1	5
CCNG2	4
CCNH	5
CCNI	4
CCNI2	5
CCNJ	10
CCNJL	5
CCNK	14
CCNL1	3
CCNL2	1
CCNO	5
CCNT1	12
CCNT2	2
CCNY	10
CCNYL1	2
CCP110	16
CCPG1	15
CCR1	3
CCR10	17
CCR2	3
CCR4	3
CCR5	3
CCR6	6
CCRL2	3
CCS	11
CCSAP	1
CCSER1	4
CCSER2	10
CCT2	12
CCT3	1
CCT4	2
CCT5	5
CCT6A	7
CCT6B	17
CCT7	2
CCT8	21
CCZ1	7
CCZ1B	7
CD101	1
CD109	6
CD14	5
CD151	11
CD160	1
CD163L1	12
CD164	6
CD164L2	1
CD180	5
CD1C	1
CD1D	1
CD1E	1
CD2	1
CD200	3
CD200R1	3
CD207	2
CD209	19
CD226	18
CD24	6
CD244	1
CD247	1
CD248	11
CD27	12
CD27-AS1	12
CD274	9
CD276	15
CD28	2
CD2AP	6
CD2BP2	16
CD300A	17
CD300C	17
CD300E	17
CD300LF	17
CD300LG	17
CD302	2
CD320	19
CD33	19
CD34	1
CD36	7
CD37	19
CD3D	11
CD3E	11
CD3EAP	19
CD3G	11
CD4	12
CD40	20
CD44	11
CD46	1
CD47	3
CD48	1
CD52	1
CD55	1
CD58	1
CD59	11
CD6	11
CD63	12
CD68	17
CD69	12
CD7	17
CD72	9
CD74	5
CD79A	19
CD79B	17
CD80	3
CD81	11
CD82	11
CD83	6
CD86	3
CD8A	2
CD8B	2
CD9	12
CD93	20
CD96	3
CD99	X
CD99L2	X
CDA	1
CDADC1	13
CDAN1	15
CDC123	10
CDC14A	1
CDC14B	9
CDC16	13
CDC20	1
CDC23	5
CDC25A	3
CDC25B	20
CDC25C	5
CDC26	9
CDC27	17
CDC34	19
CDC37	19
CDC37L1	9
CDC40	6
CDC42	1
CDC42BPA	1
CDC42BPB	14
CDC42BPG	11
CDC42EP1	22
CDC42EP2	11
CDC42EP3	2
CDC42EP4	17
CDC42EP5	19
CDC42SE1	1
CDC42SE2	5
CDC45	22
CDC5L	6
CDC7	1
CDC73	1
CDCA2	8
CDCA3	12
CDCA4	14
CDCA5	11
CDCA7	2
CDCA7L	7
CDCA8	1
CDCP1	3
CDH1	16
CDH11	16
CDH12	5
CDH13	16
CDH17	8
CDH19	18
CDH23	10
CDH24	14
CDH26	20
CDH3	16
CDH4	20
CDH5	16
CDH6	5
CDH7	18
CDHR1	10
CDHR3	7
CDHR4	3
CDHR5	11
CDIP1	16
CDIPT	16
CDK1	10
CDK10	16
CDK11A	1
CDK11B	1
CDK12	17
CDK13	7
CDK14	7
CDK15	2
CDK16	X
CDK17	12
CDK18	1
CDK19	6
CDK2	12
CDK20	9
CDK2AP1	12
CDK2AP2	11
CDK4	12
CDK5	7
CDK5R1	17
CDK5RAP1	20
CDK5RAP2	9
CDK5RAP3	17
CDK6	7
CDK7	5
CDK8	13
CDK9	9
CDKAL1	6
CDKL1	14
CDKL2	4
CDKL3	5
CDKL5	X
CDKN1A	6
CDKN1B	12
CDKN1C	11
CDKN2A	9
CDKN2AIP	4
CDKN2AIPNL	5
CDKN2B	9
CDKN2B-AS1	9
CDKN2D	19
CDKN3	14
CDNF	10
CDON	11
CDPF1	22
CDR2	16
CDR2L	17
CDRT1	17
CDRT4	17
CDS1	4
CDS2	20
CDT1	16
CDV3	3
CDYL	6
CDYL2	16
CEACAM1	19
CEACAM19	19
CEACAM21	19
CEACAM22P	19
CEACAM8	19
CEBPA	19
CEBPA-AS1	19
CEBPB	20
CEBPD	8
CEBPG	19
CEBPZ	2
CECR1	22
CECR5	22
CECR5-AS1	22
CECR6	22
CECR7	22
CELA3B	1
CELF1	11
CELF2	10
CELF4	18
CELF5	19
CELF6	15
CELSR1	22
CELSR2	1
CELSR3	3
CEMIP	15
CEMP1	16
CENPA	2
CENPB	20
CENPBD1	16
CENPBD1P1	19
CENPC	4
CENPE	4
CENPF	1
CENPH	5
CENPI	X
CENPJ	13
CENPK	5
CENPL	1
CENPM	22
CENPN	16
CENPO	2
CENPP	9
CENPQ	6
CENPT	16
CENPU	4
CENPV	17
CENPW	6
CEP104	1
CEP112	17
CEP120	5
CEP126	11
CEP128	14
CEP131	17
CEP135	4
CEP152	15
CEP162	6
CEP164	11
CEP170	1
CEP170B	14
CEP170P1	4
CEP19	3
CEP192	18
CEP250	20
CEP290	12
CEP295	11
CEP350	1
CEP41	7
CEP44	4
CEP57	11
CEP57L1	6
CEP63	3
CEP68	2
CEP70	3
CEP72	5
CEP76	18
CEP78	9
CEP83	12
CEP83-AS1	12
CEP85	1
CEP85L	6
CEP89	19
CEP95	17
CEP97	3
CEPT1	1
CERCAM	9
CERK	22
CERKL	2
CERS2	1
CERS3	15
CERS4	19
CERS5	12
CERS6	2
CES2	16
CES3	16
CES4A	16
CES5A	16
CETN2	X
CETN3	5
CFAP126	1
CFAP20	16
CFAP221	2
CFAP36	2
CFAP43	10
CFAP44	3
CFAP45	1
CFAP53	18
CFAP57	1
CFAP58	10
CFAP69	7
CFAP70	10
CFAP74	1
CFAP97	4
CFB	6
CFD	19
CFDP1	16
CFH	1
CFHR1	1
CFHR3	1
CFI	4
CFL1	11
CFL1P1	10
CFL2	14
CFLAR	2
CFP	X
CGB7	19
CGGBP1	3
CGN	1
CGNL1	15
CGREF1	2
CGRRF1	14
CH25H	10
CHAC1	15
CHAC2	2
CHAD	17
CHADL	22
CHAF1A	19
CHAF1B	21
CHAMP1	13
CHCHD1	10
CHCHD10	22
CHCHD2	7
CHCHD3	7
CHCHD4	3
CHCHD5	2
CHCHD6	3
CHCHD7	8
CHD1	5
CHD1L	1
CHD2	15
CHD3	17
CHD4	12
CHD6	20
CHD7	8
CHD8	14
CHD9	16
CHDH	3
CHEK1	11
CHEK2	22
CHERP	19
CHFR	12
CHI3L1	1
CHI3L2	1
CHIAP2	1
CHIC1	X
CHIC2	4
CHID1	11
CHKA	11
CHKB	22
CHKB-AS1	22
CHL1	3
CHM	X
CHML	1
CHMP1A	16
CHMP1B	18
CHMP2A	19
CHMP2B	3
CHMP3	2
CHMP4A	14
CHMP4B	20
CHMP4C	8
CHMP5	9
CHMP6	17
CHMP7	8
CHN1	2
CHN2	7
CHODL	21
CHORDC1	11
CHP1	15
CHP2	16
CHPF	2
CHPF2	7
CHRAC1	8
CHRD	3
CHRFAM7A	15
CHRM1	11
CHRM3	1
CHRM4	11
CHRM5	15
CHRNA3	15
CHRNA5	15
CHRNA7	15
CHRNB1	17
CHRNB2	1
CHRNB4	15
CHRNE	17
CHST10	2
CHST11	12
CHST12	7
CHST14	15
CHST15	10
CHST2	3
CHST3	10
CHST4	16
CHST5	16
CHST6	16
CHST7	X
CHST9	18
CHSY1	15
CHSY3	5
CHTF18	16
CHTF8	16
CHTOP	1
CHUK	10
CHURC1	14
CIAO1	2
CIAPIN1	16
CIART	1
CIB1	15
CIB2	15
CIC	19
CIDEB	14
CIITA	16
CILP2	19
CINP	14
CIPC	14
CIR1	2
CIRBP	19
CISD1	10
CISD2	4
CISD3	17
CISH	3
CIT	12
CITED2	6
CITED4	1
CIZ1	9
CKAP2	13
CKAP2L	2
CKAP4	12
CKAP5	11
CKB	14
CKLF	16
CKMT1A	15
CKMT1B	15
CKS1B	1
CKS2	9
CLASP1	2
CLASP2	3
CLASRP	19
CLCA4	1
CLCC1	1
CLCF1	11
CLCN2	3
CLCN3	4
CLCN5	X
CLCN6	1
CLCN7	16
CLCNKA	1
CLCNKB	1
CLDN11	3
CLDN12	7
CLDN15	7
CLDN16	3
CLDN18	3
CLDN19	1
CLDN20	6
CLDN22	4
CLDN23	8
CLDN3	7
CLDN4	7
CLDN5	22
CLDN7	17
CLDN8	21
CLDN9	16
CLDND1	3
CLDND2	19
CLEC10A	17
CLEC11A	19
CLEC14A	14
CLEC16A	16
CLEC18A	16
CLEC18B	16
CLEC18C	16
CLEC1A	12
CLEC2B	12
CLEC2D	12
CLEC3B	3
CLEC4A	12
CLEC4E	12
CLEC4F	2
CLEC4G	19
CLEC4M	19
CLEC5A	7
CLEC7A	12
CLEC9A	12
CLECL1	12
CLGN	4
CLHC1	2
CLIC1	6
CLIC2	X
CLIC3	9
CLIC4	1
CLIC6	21
CLINT1	5
CLIP1	12
CLIP2	7
CLIP3	19
CLIP4	2
CLK1	2
CLK2	1
CLK3	15
CLK4	5
CLMN	14
CLMP	11
CLN3	16
CLN5	13
CLN6	15
CLN8	8
CLNK	4
CLNS1A	11
CLOCK	4
CLP1	11
CLPB	11
CLPP	19
CLPSL2	6
CLPTM1	19
CLPTM1L	5
CLPX	15
CLSPN	1
CLSTN1	1
CLSTN2	3
CLSTN3	12
CLTA	9
CLTB	5
CLTC	17
CLU	8
CLUAP1	16
CLUH	17
CLUHP3	16
CLUL1	18
CLVS1	8
CLYBL	13
CMA1	14
CMAS	12
CMBL	5
CMC1	3
CMC2	16
CMC4	X
CMIP	16
CMKLR1	12
CMPK1	1
CMPK2	2
CMSS1	3
CMTM1	16
CMTM2	16
CMTM3	16
CMTM4	16
CMTM5	14
CMTM6	3
CMTM7	3
CMTM8	3
CMTR1	6
CMTR2	16
CNBP	3
CNDP2	18
CNEP1R1	16
CNFN	19
CNGA1	4
CNGA4	11
CNGB1	16
CNIH1	14
CNIH2	11
CNIH3	1
CNIH4	1
CNKSR1	1
CNKSR2	X
CNKSR3	6
CNN1	19
CNN2	19
CNN3	1
CNNM1	10
CNNM2	10
CNNM3	2
CNNM4	2
CNOT1	16
CNOT10	3
CNOT11	2
CNOT2	12
CNOT3	19
CNOT4	7
CNOT6	5
CNOT6L	4
CNOT7	8
CNOT8	5
CNP	17
CNPPD1	2
CNPY2	12
CNPY3	6
CNPY4	7
CNR1	6
CNRIP1	2
CNST	1
CNTD1	17
CNTD2	19
CNTF	11
CNTLN	9
CNTN1	12
CNTN2	1
CNTN3	3
CNTN4	3
CNTN6	3
CNTNAP1	17
CNTNAP3	9
CNTRL	9
CNTROB	17
COA1	7
COA3	17
COA4	11
COA5	2
COA6	1
COA7	1
COASY	17
COBL	7
COBLL1	2
COG1	17
COG2	1
COG3	13
COG4	16
COG5	7
COG6	13
COG7	16
COG8	16
COIL	17
COL11A1	1
COL11A2	6
COL12A1	6
COL13A1	10
COL14A1	8
COL15A1	9
COL16A1	1
COL17A1	10
COL18A1	21
COL1A1	17
COL1A2	7
COL21A1	6
COL23A1	5
COL24A1	1
COL25A1	4
COL27A1	9
COL28A1	7
COL3A1	2
COL4A1	13
COL4A2	13
COL4A3BP	5
COL4A4	2
COL4A5	X
COL4A6	X
COL5A1	9
COL5A2	2
COL5A3	19
COL6A1	21
COL6A2	21
COL6A3	2
COL6A6	3
COL7A1	3
COL8A2	1
COL9A2	1
COL9A3	20
COLCA2	11
COLEC12	18
COLGALT1	19
COMMD1	2
COMMD10	5
COMMD2	3
COMMD3	10
COMMD4	15
COMMD5	8
COMMD6	13
COMMD7	20
COMMD8	4
COMMD9	11
COMP	19
COMT	22
COMTD1	10
COPA	1
COPB1	11
COPB2	3
COPE	19
COPG1	3
COPG2	7
COPRS	17
COPS2	15
COPS3	17
COPS4	4
COPS5	8
COPS6	7
COPS7A	12
COPS7B	2
COPS8	2
COPZ1	12
COPZ2	17
COQ10A	12
COQ10B	2
COQ2	4
COQ3	6
COQ4	9
COQ5	12
COQ6	14
COQ7	16
COQ9	16
CORIN	4
CORO1A	16
CORO1B	11
CORO1C	12
CORO2A	9
CORO2B	15
CORO7	16
CORT	1
COTL1	16
COX10	17
COX11	17
COX14	12
COX15	10
COX16	14
COX17	3
COX18	4
COX19	7
COX20	1
COX4I1	16
COX4I2	20
COX5A	15
COX5B	2
COX6A1	12
COX6B1	19
COX6B2	19
COX6C	8
COX7A1	19
COX7A2	6
COX7A2L	2
COX7B	X
COX7C	5
COX8A	11
CPA1	7
CPA3	3
CPA4	7
CPA5	7
CPAMD8	19
CPD	17
CPE	4
CPEB1	15
CPEB2	4
CPEB3	10
CPEB4	5
CPLX1	4
CPN2	3
CPNE1	20
CPNE2	16
CPNE3	8
CPNE5	6
CPNE7	16
CPNE8	12
CPO	2
CPOX	3
CPPED1	16
CPQ	8
CPS1	2
CPSF1	8
CPSF2	14
CPSF3	2
CPSF3L	1
CPSF4	7
CPSF4L	17
CPSF6	12
CPSF7	11
CPT1A	11
CPT1B	22
CPT1C	19
CPT2	1
CPTP	1
CPVL	7
CPXM1	20
CPXM2	10
CPZ	4
CR1	1
CRABP1	15
CRABP2	1
CRACR2A	12
CRACR2B	11
CRADD	12
CRAT	9
CRB1	1
CRB2	9
CRB3	19
CRBN	3
CRCP	7
CREB1	2
CREB3	9
CREB3L1	11
CREB3L2	7
CREB3L4	1
CREB5	7
CREBBP	16
CREBL2	12
CREBRF	5
CREBZF	11
CREG1	1
CRELD1	3
CRELD2	22
CREM	10
CRHBP	5
CRHR1	17
CRHR1-IT1	17
CRHR2	7
CRIM1	2
CRIP1	14
CRIP2	14
CRIP3	6
CRIPAK	4
CRIPT	2
CRISPLD1	8
CRISPLD2	16
CRK	17
CRKL	22
CRLF2	X
CRLF3	17
CRLS1	20
CRMP1	4
CRNKL1	20
CROCC	1
CROCCP3	1
CROT	7
CRTAC1	10
CRTAM	11
CRTAP	3
CRTC1	19
CRTC2	1
CRTC3	15
CRX	19
CRY1	12
CRY2	11
CRYBB1	22
CRYBB2	22
CRYBB3	22
CRYBG3	3
CRYGN	7
CRYGS	3
CRYL1	13
CRYZ	1
CRYZL1	21
CS	12
CSAD	12
CSDC2	22
CSDE1	1
CSE1L	20
CSF1	1
CSF1R	5
CSF2RA	X
CSF2RB	22
CSF3R	1
CSGALNACT1	8
CSGALNACT2	10
CSK	15
CSMD2	1
CSMD3	8
CSNK1A1	5
CSNK1D	17
CSNK1E	22
CSNK1G1	15
CSNK1G2	19
CSNK1G3	5
CSNK2A1	20
CSNK2A2	16
CSNK2A3	11
CSNK2B	6
CSPG5	3
CSPP1	8
CSRNP1	3
CSRNP2	12
CSRNP3	2
CSRP1	1
CSRP2	12
CSRP2BP	20
CST3	20
CST6	11
CST7	20
CSTA	3
CSTB	21
CSTF1	20
CSTF2	X
CSTF2T	10
CSTF3	11
CSTL1	20
CT62	15
CTAGE1	18
CTAGE15	7
CTAGE4	7
CTAGE5	14
CTAGE6	7
CTAGE9	6
CTBP1	4
CTBP2	10
CTBS	1
CTC1	17
CTCF	16
CTCFL	20
CTDNEP1	17
CTDP1	18
CTDSP1	2
CTDSP2	12
CTDSPL	3
CTDSPL2	15
CTF1	16
CTGF	6
CTH	1
CTHRC1	8
CTIF	18
CTNNA1	5
CTNNAL1	9
CTNNB1	3
CTNNBIP1	1
CTNNBL1	20
CTNND1	11
CTNND2	5
CTNS	17
CTPS1	1
CTPS2	X
CTR9	11
CTRL	16
CTSA	20
CTSB	8
CTSD	11
CTSF	11
CTSG	14
CTSH	15
CTSK	1
CTSL	9
CTSO	4
CTSV	9
CTSW	11
CTSZ	20
CTTN	11
CTTNBP2	7
CTTNBP2NL	1
CTU1	19
CTU2	16
CTXN1	19
CUBN	10
CUEDC1	17
CUEDC2	10
CUL1	7
CUL2	10
CUL3	2
CUL4A	13
CUL4B	X
CUL5	11
CUL7	6
CUL9	6
CUTA	6
CUTC	10
CUX1	7
CUZD1	10
CWC15	11
CWC22	2
CWC25	17
CWC27	5
CWF19L1	10
CWF19L2	11
CX3CL1	16
CX3CR1	3
CXADR	21
CXCL1	4
CXCL10	4
CXCL11	4
CXCL12	10
CXCL14	5
CXCL16	17
CXCL17	19
CXCL2	4
CXCL3	4
CXCL8	4
CXCR2	2
CXCR3	X
CXCR4	2
CXCR6	3
CXorf21	X
CXorf23	X
CXorf36	X
CXorf38	X
CXorf40A	X
CXorf40B	X
CXorf49B	X
CXorf56	X
CXorf57	X
CXXC1	18
CXXC4	4
CXXC5	5
CYB561	17
CYB561A3	11
CYB561D1	1
CYB561D2	3
CYB5A	18
CYB5B	16
CYB5D1	17
CYB5D2	17
CYB5R1	1
CYB5R2	11
CYB5R3	22
CYB5R4	6
CYB5RL	1
CYBA	16
CYBRD1	2
CYC1	8
CYCS	7
CYCSP52	1
CYFIP1	15
CYFIP2	5
CYGB	17
CYHR1	8
CYLD	16
CYP11A1	15
CYP17A1	10
CYP1A2	15
CYP1B1	2
CYP1B1-AS1	2
CYP20A1	2
CYP21A2	6
CYP27A1	2
CYP27B1	12
CYP27C1	2
CYP2C8	10
CYP2D6	22
CYP2E1	10
CYP2F1	19
CYP2R1	11
CYP2S1	19
CYP2U1	4
CYP2W1	7
CYP39A1	6
CYP3A43	7
CYP46A1	14
CYP4F11	19
CYP4F12	19
CYP4F35P	18
CYP4V2	4
CYP51A1	7
CYP7B1	8
CYP8B1	3
CYR61	1
CYS1	2
CYSLTR1	X
CYSLTR2	13
CYSRT1	9
CYSTM1	5
CYTH1	17
CYTH2	19
CYTH3	7
CYTH4	22
CYTL1	4
CYYR1	21
D2HGDH	2
DAAM1	14
DAAM2	6
DAB1	1
DAB2	5
DAB2IP	9
DACH1	13
DACT1	14
DACT2	6
DACT3	19
DAD1	14
DAG1	3
DAGLA	11
DAGLB	7
DALRD3	3
DANCR	4
DAND5	19
DAP	5
DAP3	1
DAPK1	9
DAPK2	15
DAPK3	19
DAPP1	4
DARS	2
DARS2	1
DAW1	2
DAXX	6
DAZAP1	19
DAZAP2	12
DBF4	7
DBF4B	17
DBH	9
DBI	2
DBN1	5
DBNDD1	16
DBNDD2	20
DBNL	7
DBP	19
DBR1	3
DBT	1
DBX2	12
DCAF10	9
DCAF11	14
DCAF12	9
DCAF12L2	X
DCAF13	8
DCAF15	19
DCAF16	4
DCAF17	2
DCAF4	14
DCAF4L1	4
DCAF5	14
DCAF6	1
DCAF7	17
DCAF8	1
DCAKD	17
DCANP1	5
DCBLD1	6
DCBLD2	3
DCC	18
DCDC1	11
DCDC2	6
DCDC2B	1
DCHS1	11
DCHS2	4
DCK	4
DCLK1	13
DCLK2	4
DCLK3	3
DCLRE1A	10
DCLRE1B	1
DCLRE1C	10
DCN	12
DCP1A	3
DCP1B	12
DCP2	5
DCPS	11
DCST1	1
DCST2	1
DCTD	4
DCTN1	2
DCTN2	12
DCTN3	9
DCTN4	5
DCTN5	16
DCTN6	8
DCTPP1	16
DCUN1D1	3
DCUN1D2	13
DCUN1D3	16
DCUN1D4	4
DCUN1D5	11
DCXR	17
DDA1	19
DDAH1	1
DDAH2	6
DDB1	11
DDB2	11
DDHD1	14
DDHD2	8
DDI2	1
DDIAS	11
DDIT3	12
DDIT4	10
DDO	6
DDOST	1
DDR1	6
DDR2	1
DDRGK1	20
DDT	22
DDTL	22
DDX1	2
DDX10	11
DDX11	12
DDX11L1	1
DDX17	22
DDX18	2
DDX19A	16
DDX19B	16
DDX20	1
DDX21	10
DDX23	12
DDX24	14
DDX25	11
DDX26B	X
DDX27	20
DDX28	16
DDX31	9
DDX39A	19
DDX39B	6
DDX3X	X
DDX41	5
DDX42	17
DDX43	6
DDX46	5
DDX47	12
DDX49	19
DDX5	17
DDX50	10
DDX51	12
DDX52	17
DDX54	12
DDX55	12
DDX56	7
DDX58	9
DDX59	1
DDX6	11
DDX60	4
DDX60L	4
DEAF1	11
DECR1	8
DECR2	16
DEDD	1
DEDD2	19
DEF6	6
DEF8	16
DEFB1	8
DEGS1	1
DEGS2	14
DEK	6
DENND1A	9
DENND1B	1
DENND1C	19
DENND2A	7
DENND2C	1
DENND2D	1
DENND3	8
DENND4A	15
DENND4B	1
DENND4C	9
DENND5A	11
DENND5B	12
DENND6A	3
DENND6B	22
DENR	12
DEPDC1B	5
DEPDC4	12
DEPDC5	22
DEPDC7	11
DEPTOR	8
DERA	12
DERL1	8
DERL2	17
DERL3	22
DESI1	22
DESI2	1
DET1	15
DEXI	16
DFFA	1
DFFB	1
DFNA5	7
DFNB31	9
DFNB59	2
DGAT1	8
DGCR11	22
DGCR14	22
DGCR2	22
DGCR5	22
DGCR6	22
DGCR6L	22
DGCR8	22
DGCR9	22
DGKA	12
DGKB	7
DGKD	2
DGKE	17
DGKG	3
DGKH	13
DGKI	7
DGKQ	4
DGKZ	11
DGUOK	2
DHCR24	1
DHCR7	11
DHDDS	1
DHDH	19
DHFR	5
DHFRL1	3
DHH	12
DHODH	16
DHPS	19
DHRS1	14
DHRS11	17
DHRS12	13
DHRS13	17
DHRS3	1
DHRS4	14
DHRS4-AS1	14
DHRS4L2	14
DHRS7	14
DHRS7B	17
DHRSX	X
DHTKD1	10
DHX15	4
DHX16	6
DHX29	5
DHX30	3
DHX32	10
DHX33	17
DHX34	19
DHX35	20
DHX36	3
DHX37	12
DHX38	16
DHX40	17
DHX57	2
DHX58	17
DHX8	17
DHX9	1
DIABLO	12
DIAPH1	5
DIAPH2	X
DIAPH3	13
DICER1	14
DICER1-AS1	14
DIDO1	20
DIEXF	1
DIMT1	5
DIO3	14
DIP2A	21
DIP2B	12
DIP2C	10
DIRAS1	19
DIRAS2	9
DIRAS3	1
DIRC1	2
DIRC2	3
DIS3	13
DIS3L	15
DIS3L2	2
DISC1	1
DISP1	1
DISP2	15
DIXDC1	11
DKC1	X
DKK1	10
DKK2	4
DKK3	11
DKK4	8
DKKL1	19
DLAT	11
DLC1	8
DLD	7
DLEC1	3
DLG1	3
DLG2	11
DLG3	X
DLG4	17
DLG5	10
DLGAP1	18
DLGAP2	8
DLGAP3	1
DLGAP4	20
DLGAP5	14
DLK2	6
DLL1	6
DLL4	15
DLST	14
DLX3	17
DLX4	17
DLX5	7
DLX6	7
DMAP1	1
DMBT1P1	10
DMBX1	1
DMC1	22
DMD	X
DMKN	19
DMPK	19
DMRT2	9
DMRTA1	9
DMRTC1	X
DMRTC1B	X
DMTF1	7
DMTN	8
DMWD	19
DMXL1	5
DMXL2	15
DNA2	10
DNAAF1	16
DNAAF2	14
DNAAF3	19
DNAAF5	7
DNAH1	3
